version,code,description,release_date
2.1.0,0001,Complement fixation,2019-11-01
2.1.0,0002,Computed axial tomography,2019-11-01
2.1.0,0003,HLAR agar test,2019-11-01
2.1.0,0004,Macroscopic observation,2019-11-01
2.1.0,0005,Magnetic resonance,2019-11-01
2.1.0,0006,Morphometry,2019-11-01
2.1.0,0007,Positron emission tomography,2019-11-01
2.1.0,0008,SAMHSA confirmation,2019-11-01
2.1.0,0009,SAMHSA screening,2019-11-01
2.1.0,0010,Serum Neutralization,2019-11-01
2.1.0,0011,Titration,2019-11-01
2.1.0,0012,Ultrasound,2019-11-01
2.1.0,0013,X-ray crystallography,2019-11-01
2.1.0,0014,Agglutination,2019-11-01
2.1.0,0015,Buffered acidified plate agglutination,2019-11-01
2.1.0,0016,Card agglutination,2019-11-01
2.1.0,0017,Hemagglutination,2019-11-01
2.1.0,0018,Hemagglutination inhibition,2019-11-01
2.1.0,0019,Latex agglutination,2019-11-01
2.1.0,0020,Plate agglutination,2019-11-01
2.1.0,0021,Rapid agglutination,2019-11-01
2.1.0,0022,RBC agglutination,2019-11-01
2.1.0,0023,Rivanol agglutination,2019-11-01
2.1.0,0024,Tube agglutination,2019-11-01
2.1.0,0025,Bioassay,2019-11-01
2.1.0,0026,Animal Inoculation,2019-11-01
2.1.0,0027,Cytotoxicity,2019-11-01
2.1.0,0028,Embryo infective dose 50,2019-11-01
2.1.0,0029,Embryo lethal dose 50,2019-11-01
2.1.0,0030,Mouse intercerebral inoculation,2019-11-01
2.1.0,0031,"Bioassay, qualitative",2019-11-01
2.1.0,0032,"Bioassay, quantitative",2019-11-01
2.1.0,0033,Chemical method,2019-11-01
2.1.0,0034,Differential light absorption chemical test,2019-11-01
2.1.0,0035,Dipstick,2019-11-01
2.1.0,0036,Dipstick colorimetric laboratory test,2019-11-01
2.1.0,0037,Test strip,2019-11-01
2.1.0,0038,Chromatography,2019-11-01
2.1.0,0039,Affinity chromatography,2019-11-01
2.1.0,0040,Gas liquid chromatography,2019-11-01
2.1.0,0041,High performance liquid chromatography,2019-11-01
2.1.0,0042,Liquid Chromatography,2019-11-01
2.1.0,0043,Protein A affinity chromatography,2019-11-01
2.1.0,0044,Coagulation,2019-11-01
2.1.0,0045,Tilt tube coagulation time,2019-11-01
2.1.0,0046,Tilt tube reptilase induced coagulation,2019-11-01
2.1.0,0047,Automated count,2019-11-01
2.1.0,0048,Manual cell count,2019-11-01
2.1.0,0049,"Platelet count, Rees-Ecker",2019-11-01
2.1.0,0050,Aerobic Culture,2019-11-01
2.1.0,0051,Anaerobic Culture,2019-11-01
2.1.0,0052,Chicken embryo culture,2019-11-01
2.1.0,0053,Delayed secondary enrichment,2019-11-01
2.1.0,0054,Microaerophilic Culture,2019-11-01
2.1.0,0055,"Quantitative microbial culture, cup",2019-11-01
2.1.0,0056,"Quantitative microbial culture, droplet",2019-11-01
2.1.0,0057,"Quantitative microbial culture, filter paper",2019-11-01
2.1.0,0058,"Quantitative microbial culture, pad culture",2019-11-01
2.1.0,0059,"Quantitative microbial culture, pour plate",2019-11-01
2.1.0,0060,"Quantitative microbial culture, surface streak",2019-11-01
2.1.0,0061,Somatic Cell culture,2019-11-01
2.1.0,0062,Agar diffusion,2019-11-01
2.1.0,0063,Agar Gel Immunodiffusion,2019-11-01
2.1.0,0064,Electrophoresis,2019-11-01
2.1.0,0065,Agaorse gel electrophoresis,2019-11-01
2.1.0,0066,"Electrophoresis, citrate agar",2019-11-01
2.1.0,0067,Immunoelectrophoresis,2019-11-01
2.1.0,0068,Polyacrylamide gel electrophoresis,2019-11-01
2.1.0,0069,Starch gel electrophoresis,2019-11-01
2.1.0,0070,ELISA,2019-11-01
2.1.0,0071,"ELISA, antigen capture",2019-11-01
2.1.0,0072,"ELISA, avidin biotin peroxidase complex",2019-11-01
2.1.0,0073,Kinetic ELISA,2019-11-01
2.1.0,0074,"ELISA, peroxidase-antiperoxidase",2019-11-01
2.1.0,0075,API 20 Strep,2019-11-01
2.1.0,0076,API 20A,2019-11-01
2.1.0,0077,API 20C AUX,2019-11-01
2.1.0,0078,API 20E,2019-11-01
2.1.0,0079,API 20NE,2019-11-01
2.1.0,0080,API 50 CH,2019-11-01
2.1.0,0081,API An-IDENT,2019-11-01
2.1.0,0082,API Coryne,2019-11-01
2.1.0,0083,API Rapid 20E,2019-11-01
2.1.0,0084,API Staph,2019-11-01
2.1.0,0085,API ZYM,2019-11-01
2.1.0,0086,Bacterial identification,2019-11-01
2.1.0,0087,mini VIDAS,2019-11-01
2.1.0,0088,Phage susceptibility typing,2019-11-01
2.1.0,0089,Quad-FERM+,2019-11-01
2.1.0,0090,RAPIDEC Staph,2019-11-01
2.1.0,0091,Staphaurex,2019-11-01
2.1.0,0092,VIDAS,2019-11-01
2.1.0,0093,Vitek,2019-11-01
2.1.0,0094,VITEK 2,2019-11-01
2.1.0,0095,Immune stain,2019-11-01
2.1.0,0096,"Immunofluorescent antibody, direct",2019-11-01
2.1.0,0097,"Immunofluorescent antibody, indirect",2019-11-01
2.1.0,0098,"Immunoperoxidase, Avidin-Biotin Complex",2019-11-01
2.1.0,0099,"Immunoperoxidase, Peroxidase anti-peroxidase complex",2019-11-01
2.1.0,0100,"Immunoperoxidase, Protein A-peroxidase complex",2019-11-01
2.1.0,0101,Immunoassay,2019-11-01
2.1.0,0102,"Immunoassay, qualitative; multiple step",2019-11-01
2.1.0,0103,"Immunoassay, qualitative; single step",2019-11-01
2.1.0,0104,Radioimmunoassay,2019-11-01
2.1.0,0105,"Immunoassay, semi-quantitative; multiple step",2019-11-01
2.1.0,0106,"Immunoassay, semi-quantitative; single step",2019-11-01
2.1.0,0107,Microscopy,2019-11-01
2.1.0,0108,Darkfield microscopy,2019-11-01
2.1.0,0109,Electron microscopy,2019-11-01
2.1.0,0110,Electron microscopy tomography,2019-11-01
2.1.0,0111,"Electron microscopy, negative stain",2019-11-01
2.1.0,0112,"Electron microscopy, thick section",2019-11-01
2.1.0,0113,"Electron microscopy, thin section",2019-11-01
2.1.0,0114,"Microscopy, Light",2019-11-01
2.1.0,0115,Polarizing light microscopy,2019-11-01
2.1.0,0116,Scanning electron microscopy,2019-11-01
2.1.0,0117,Transmission electron microscopy,2019-11-01
2.1.0,0118,Transparent tape direct examination,2019-11-01
2.1.0,0119,3 Self-Sustaining Sequence Replication,2019-11-01
2.1.0,0120,Branched Chain DNA,2019-11-01
2.1.0,0121,Hybridization Protection Assay,2019-11-01
2.1.0,0122,Immune blot,2019-11-01
2.1.0,0123,In-situ hybridization,2019-11-01
2.1.0,0124,Ligase Chain Reaction,2019-11-01
2.1.0,0125,Ligation Activated Transcription,2019-11-01
2.1.0,0126,Nucleic Acid Probe,2019-11-01
2.1.0,0127,Nucleic acid probe,2019-11-01
2.1.0,0128,Nucleic acid probe with amplification,2019-11-01
2.1.0,0129,Nucleic acid probe with target amplification,2019-11-01
2.1.0,0130,Nucleic acid reverse transcription,2019-11-01
2.1.0,0131,Nucleic Acid Sequence Based Analysis,2019-11-01
2.1.0,0132,Polymerase chain reaction,2019-11-01
2.1.0,0133,Q-Beta Replicase or probe amplification category method,2019-11-01
2.1.0,0134,Restriction Fragment Length Polymorphism,2019-11-01
2.1.0,0135,Southern Blot,2019-11-01
2.1.0,0136,Strand Displacement Amplification,2019-11-01
2.1.0,0137,Transcription Mediated Amplification,2019-11-01
2.1.0,0138,Western Blot,2019-11-01
2.1.0,0139,Flocculation,2019-11-01
2.1.0,0140,Immune precipitation,2019-11-01
2.1.0,0141,Milk ring test,2019-11-01
2.1.0,0142,Precipitin,2019-11-01
2.1.0,0143,Acid fast stain,2019-11-01
2.1.0,0144,"Acid fast stain, fluorochrome",2019-11-01
2.1.0,0145,"Acid fast stain, Kinyoun's cold carbolfuchsin",2019-11-01
2.1.0,0146,"Acid fast stain, Ziehl-Neelsen",2019-11-01
2.1.0,0147,Acid phosphatase stain,2019-11-01
2.1.0,0148,Acridine orange stain,2019-11-01
2.1.0,0149,Active brilliant orange KH stain,2019-11-01
2.1.0,0150,Alazarin red S stain,2019-11-01
2.1.0,0151,Alcian blue stain,2019-11-01
2.1.0,0152,Alcian blue with Periodic acid Schiff stain,2019-11-01
2.1.0,0153,Argentaffin stain,2019-11-01
2.1.0,0154,Argentaffin silver stain,2019-11-01
2.1.0,0155,Azure-eosin stain,2019-11-01
2.1.0,0156,Basic Fuschin stain,2019-11-01
