version,code,description,release_date
01,110501,Equipment failure,
01,109112,Ambient room environment,
01,110512,Incorrect side ordered,
01,110818,T2* Weighted Dynamic Contrast Enhanced MR Signal Intensity,
01,110872,Apex To Base,
01,110509,Change of procedure for correct charging,
01,111022,Detection Performed,
01,111039,Object type,
01,110006,Transcription,
01,109906,BN03 Pattern,
01,110901,Image Position (Patient) X,
01,110038,Paper Document,
01,110027,Studies Imported,
01,110854,Fractional Probabilistic Segmentation,
01,109881,TG18-MM2 Image,
01,109840,TG18-LN12-18 Pattern,
01,109805,TG18-LN8-01 Pattern,
01,110110,Patient Record,
01,110840,YBR PARTIAL Y Component,
01,109004,X-Ray Fluoroscopy On Signal,
01,110155,Source Media,
01,109701,Overall image quality evaluation,
01,109008,Monopole signal,
01,109841,TG18-UN10 Pattern,
01,110877,Wall To Septum,
01,109049,Stimulation at rate 3 interval,
01,109806,TG18-LN8-02 Pattern,
01,109093,Redistribution State,
01,110522,Object Types not supported,
01,109871,TG18-GA05 Pattern,
01,109914,BN11 Pattern,
01,110908,Image Orientation (Patient) Column Y,
01,109809,TG18-LN8-05 Pattern,
01,109040,HIS bundle wave,
01,109136,Neutral musculoskeletal position,
01,109831,TG18-LN12-09 Pattern,
01,110837,YBR FULL Y Component,
01,109868,TG18-GQN Pattern,
01,109845,TG18-AD Pattern,
01,110842,YBR PARTIAL CR Component,
01,111013,Certainty of Impression,
01,110028,Instances Imported,
01,111038,Number of calcifications,
01,110031,Email,
01,109816,TG18-LN8-12 Pattern,
01,110904,Image Orientation (Patient) Row X,
01,109058,Contrast Phase,
01,110701,White Matter T1 Hypointensity,
01,109104,De-identifying Equipment,
01,110500,Doctor canceled procedure,
01,110826,Indexed Hemodynamic Resistance,
01,110003,Computer Aided Diagnosis,
01,110851,X-Ray Attenuation Coefficient,
01,109117,Respiration Waveform,
01,111018,Content Date,
01,111028,Image Library,
01,110850,X-Ray Attenuation,
01,109219,Universal Kennel Club International,
01,110802,Time Of Flight Angio MR Signal Intensity,
01,110871,Posterior To Anterior,
01,109060,Procedure Step Number,
01,109814,TG18-LN8-10 Pattern,
01,110510,Duplicate order,
01,109708,Geometrical image evaluation,
01,109802,TG18-BR Pattern,
01,110140,Remote Service Operation Stopped,
01,109813,TG18-LN8-09 Pattern,
01,110856,Linear Displacement,
01,109917,BN14 Pattern,
01,110128,Network Configuration,
01,109072,Tau,
01,109858,TG18-LPV10 Pattern,
01,109879,TG18-KN Image,
01,109221,World Kennel Club,
01,110002,Quality Control,
01,110008,Print,
01,109704,Luminance uniformity evaluation,
01,109818,TG18-LN8-14 Pattern,
01,111031,Image View,
01,110124,Attach,
01,111007,Breast Outline including Pectoral Muscle Tissue,
01,110859,Angle,
01,109907,BN04 Pattern,
01,109043,R wave,
01,109921,BN18 Pattern,
01,111041,Outline,
01,109848,TG18-RH50 Pattern,
01,109063,Pulse train definition,
01,109867,TG18-GQ Pattern,
01,109021,Diastolic pressure nadir,
01,109015,70% of thermal CO,
01,109844,TG18-UNL80 Pattern,
01,111023,Differential Diagnosis/Impression,
01,110524,Media Failure,
01,110180,Study Instance UID,
01,110849,Echogenicity,
01,109843,TG18-UNL10 Pattern,
01,110702,White Matter T2 Hyperintensity,
01,109023,End of expiration,
01,110020,Sheet Film Digitized,
01,110870,Anterior To Posterior,
01,109826,TG18-LN12-04 Pattern,
01,109851,TG18-RV50 Pattern,
01,110109,Order Record,
01,110868,Head To Foot,
01,111021,Description of Change,
01,110857,Photon Energy,
01,109027,Mean blood pressure,
01,109875,TG18-GA20 Pattern,
01,110876,Septum To Wall,
01,110136,Security Roles Changed,
01,109873,TG18-GA10 Pattern,
01,111011,Certainty of Feature,
01,110007,Report Verification,
01,109054,Patient State,
01,109933,DIN Resolution Pattern,
01,110125,Detach,
01,109212,Dog Registry of America,
01,109710,Clinical evaluation,
01,110521,Objects incorrectly formatted,
01,110806,T2* Weighted MR Signal Intensity,
01,110817,T2 Weighted Dynamic Contrast Enhanced MR Signal Intensity,
01,109876,TG18-GA25 Pattern,
01,109874,TG18-GA15 Pattern,
01,110848,YBR RCT CR Component,
01,109905,BN02 Pattern,
01,109222,World Wide Kennel Club,
01,109213,Federation of International Canines,
01,109046,Start of atrial contraction (subsequent),
01,109022,End diastole,
01,109912,BN09 Pattern,
01,109855,TG18-LPH10 Pattern,
01,109123,Pre-intervention,
